CUSTOMERID,RECENCY,FREQUENCY,MONETARY,RECENCY_SCORE,FREQUENCY_SCORE,MONETARY_SCORE,RFM_SCORE,SEGMENT
13762,219,1,306.72,1,4,4,144,"LOYAL CUSTOMER"
13718,247,2,306.55,1,3,4,134,OTHERS
18059,24,3,306.46,4,3,4,434,"POTENTIAL LOYALISTS"
15659,44,1,306.45,3,5,4,354,"LOYAL CUSTOMER"
17176,202,1,306.13,1,4,4,144,"LOYAL CUSTOMER"
13863,248,1,305.78,1,4,4,144,"LOYAL CUSTOMER"
15219,177,1,305.75,2,5,4,254,"LOYAL CUSTOMER"
16796,90,1,305.62,2,5,4,254,"LOYAL CUSTOMER"
16181,74,1,305.54,2,5,4,254,"LOYAL CUSTOMER"
13045,100,1,305.28,2,5,4,254,"LOYAL CUSTOMER"
18220,227,1,305.28,1,4,4,144,"LOYAL CUSTOMER"
12623,277,1,305.10,1,4,4,144,"LOYAL CUSTOMER"
13667,150,1,305.02,2,5,4,254,"LOYAL CUSTOMER"
17941,131,1,304.56,2,5,4,254,"LOYAL CUSTOMER"
15163,19,2,304.47,4,4,4,444,CHAMPIONS
16217,236,2,304.25,1,3,4,134,OTHERS
18185,250,1,304.25,1,4,4,144,"LOYAL CUSTOMER"
17732,373,1,303.97,1,4,4,144,"LOYAL CUSTOMER"
16400,95,1,303.93,2,5,4,254,"LOYAL CUSTOMER"
13083,5,2,303.75,5,4,4,544,CHAMPIONS
17433,89,1,303.16,2,5,4,254,"LOYAL CUSTOMER"
15060,9,4,303.09,5,2,4,524,"POTENTIAL LOYALISTS"
16425,303,1,302.70,1,4,4,144,"LOYAL CUSTOMER"
14248,319,1,302.58,1,4,4,144,"LOYAL CUSTOMER"
18165,178,1,302.46,2,5,4,254,"LOYAL CUSTOMER"
16104,62,1,302.36,3,5,4,354,"LOYAL CUSTOMER"
16292,122,1,302.25,2,5,4,254,"LOYAL CUSTOMER"
17506,76,1,302.20,2,5,4,254,"LOYAL CUSTOMER"
15054,13,2,302.10,5,4,4,544,CHAMPIONS
17094,323,1,302.00,1,4,4,144,"LOYAL CUSTOMER"
16297,269,1,301.90,1,4,4,144,"LOYAL CUSTOMER"
16715,79,1,301.72,2,5,4,254,"LOYAL CUSTOMER"
15667,40,1,301.32,3,5,4,354,"LOYAL CUSTOMER"
15148,11,1,301.29,5,5,4,554,CHAMPIONS
15623,142,1,301.03,2,5,4,254,"LOYAL CUSTOMER"
13479,201,2,300.95,1,3,4,134,OTHERS
17978,366,1,300.92,1,4,4,144,"LOYAL CUSTOMER"
16430,58,1,300.85,3,5,4,354,"LOYAL CUSTOMER"
16479,11,2,300.83,5,4,4,544,CHAMPIONS
14762,264,1,300.52,1,4,4,144,"LOYAL CUSTOMER"
13304,352,1,300.42,1,4,4,144,"LOYAL CUSTOMER"
15254,128,1,300.36,2,5,4,254,"LOYAL CUSTOMER"
13745,163,1,300.04,2,5,4,254,"LOYAL CUSTOMER"
18053,71,1,300.02,3,5,4,354,"LOYAL CUSTOMER"
16402,265,2,299.60,1,3,4,134,OTHERS
18215,90,1,299.34,2,5,4,254,"LOYAL CUSTOMER"
17124,186,1,298.89,1,4,4,144,"LOYAL CUSTOMER"
15609,185,1,298.48,1,4,4,144,"LOYAL CUSTOMER"
17255,41,2,298.41,3,3,4,334,OTHERS
17824,52,1,298.40,3,5,4,354,"LOYAL CUSTOMER"
17678,264,1,298.11,1,4,4,144,"LOYAL CUSTOMER"
12881,276,1,298.00,1,4,4,144,"LOYAL CUSTOMER"
15857,19,1,297.00,4,5,4,454,CHAMPIONS
13708,272,1,296.88,1,4,4,144,"LOYAL CUSTOMER"
14985,199,2,296.75,1,3,4,134,OTHERS
17531,191,1,296.70,1,4,4,144,"LOYAL CUSTOMER"
13441,92,1,296.64,2,5,4,254,"LOYAL CUSTOMER"
15154,76,1,296.42,2,5,4,254,"LOYAL CUSTOMER"
13751,289,1,296.25,1,4,4,144,"LOYAL CUSTOMER"
13504,65,1,295.93,3,5,4,354,"LOYAL CUSTOMER"
16998,150,4,295.00,2,2,4,224,"AT RISK"
13573,51,2,294.40,3,3,4,334,OTHERS
15732,213,2,294.12,1,3,4,134,OTHERS
17163,22,2,293.10,4,4,4,444,CHAMPIONS
12829,337,2,293.00,1,3,4,134,OTHERS
15545,55,2,292.72,3,3,4,334,OTHERS
16721,263,1,292.47,1,4,4,144,"LOYAL CUSTOMER"
13259,62,1,292.32,3,5,4,354,"LOYAL CUSTOMER"
13502,17,3,292.00,4,3,4,434,"POTENTIAL LOYALISTS"
13449,24,1,291.88,4,5,4,454,CHAMPIONS
13544,40,2,291.41,3,3,4,334,OTHERS
14656,170,2,291.05,2,3,4,234,OTHERS
14947,73,2,290.82,2,3,4,234,OTHERS
16648,43,1,290.66,3,5,4,354,"LOYAL CUSTOMER"
15279,355,1,290.51,1,4,4,144,"LOYAL CUSTOMER"
17691,359,2,290.40,1,3,4,134,OTHERS
16526,172,1,290.36,2,5,4,254,"LOYAL CUSTOMER"
17081,26,2,290.16,4,4,4,444,CHAMPIONS
14784,27,2,289.99,4,4,4,444,CHAMPIONS
17464,159,1,289.96,2,5,4,254,"LOYAL CUSTOMER"
14953,26,1,289.82,4,5,4,454,CHAMPIONS
16897,300,2,289.78,1,3,4,134,OTHERS
14162,174,2,289.36,2,3,4,234,OTHERS
16125,368,1,289.35,1,4,4,144,"LOYAL CUSTOMER"
14549,312,1,289.24,1,4,4,144,"LOYAL CUSTOMER"
17501,221,2,288.60,1,3,4,134,OTHERS
16808,100,2,288.42,2,3,4,234,OTHERS
15396,113,1,288.18,2,5,4,254,"LOYAL CUSTOMER"
17977,30,1,288.14,4,5,4,454,CHAMPIONS
17080,23,2,287.62,4,4,4,444,CHAMPIONS
17760,22,2,287.59,4,4,4,444,CHAMPIONS
16432,65,1,287.40,3,5,4,354,"LOYAL CUSTOMER"
13760,55,2,286.79,3,3,4,334,OTHERS
16555,36,2,285.89,3,3,4,334,OTHERS
14660,87,2,285.74,2,3,4,234,OTHERS
17636,20,1,285.56,4,5,4,454,CHAMPIONS
16429,107,1,284.55,2,5,4,254,"LOYAL CUSTOMER"
18190,193,2,284.46,1,3,4,134,OTHERS
13121,270,1,283.73,1,4,4,144,"LOYAL CUSTOMER"
13439,256,1,283.71,1,4,4,144,"LOYAL CUSTOMER"
12703,72,1,283.55,2,5,4,254,"LOYAL CUSTOMER"
17783,73,2,283.47,2,3,4,234,OTHERS
17251,363,1,283.28,1,4,4,144,"LOYAL CUSTOMER"
18270,39,2,283.15,3,3,4,334,OTHERS
17694,142,1,283.12,2,5,4,254,"LOYAL CUSTOMER"
14350,275,1,282.93,1,4,4,144,"LOYAL CUSTOMER"
13754,152,2,282.60,2,3,4,234,OTHERS
13177,65,1,282.45,3,5,4,354,"LOYAL CUSTOMER"
17247,16,1,282.19,4,5,4,454,CHAMPIONS
16557,25,2,281.85,4,4,4,444,CHAMPIONS
17403,37,1,281.62,3,5,4,354,"LOYAL CUSTOMER"
16848,53,1,281.42,3,5,4,354,"LOYAL CUSTOMER"
14242,235,2,280.55,1,3,4,134,OTHERS
13606,30,3,280.54,4,3,4,434,"POTENTIAL LOYALISTS"
16149,5,2,280.52,5,4,4,544,CHAMPIONS
14975,58,1,279.94,3,5,4,354,"LOYAL CUSTOMER"
15556,25,1,279.77,4,5,4,454,CHAMPIONS
14480,12,1,279.05,5,5,4,554,CHAMPIONS
17786,86,2,278.74,2,3,4,234,OTHERS
14764,47,1,278.30,3,5,4,354,"LOYAL CUSTOMER"
14908,75,1,277.80,2,5,4,254,"LOYAL CUSTOMER"
17968,374,1,277.35,1,4,4,144,"LOYAL CUSTOMER"
13803,256,1,277.07,1,4,4,144,"LOYAL CUSTOMER"
15355,30,2,277.05,4,3,4,434,"POTENTIAL LOYALISTS"
16883,188,2,276.73,1,3,4,134,OTHERS
13272,32,2,276.56,4,3,4,434,"POTENTIAL LOYALISTS"
14508,23,2,276.42,4,4,4,444,CHAMPIONS
12750,129,1,275.88,2,5,4,254,"LOYAL CUSTOMER"
14512,188,2,275.28,1,3,4,134,OTHERS
16313,4,2,274.15,5,4,4,544,CHAMPIONS
16727,365,1,272.82,1,4,4,144,"LOYAL CUSTOMER"
17254,5,2,272.44,5,4,4,544,CHAMPIONS
17498,76,1,272.22,2,5,4,254,"LOYAL CUSTOMER"
14819,65,2,272.07,3,3,4,334,OTHERS
13917,50,2,272.04,3,3,4,334,OTHERS
14816,198,1,271.85,1,4,4,144,"LOYAL CUSTOMER"
13058,25,3,271.40,4,3,4,434,"POTENTIAL LOYALISTS"
13837,212,2,271.24,1,3,4,134,OTHERS
17767,16,1,271.20,4,5,4,454,CHAMPIONS
17496,359,1,271.05,1,4,4,144,"LOYAL CUSTOMER"
18108,255,1,271.00,1,4,4,144,"LOYAL CUSTOMER"
17011,31,1,270.90,4,5,4,454,CHAMPIONS
15774,69,1,270.80,3,5,4,354,"LOYAL CUSTOMER"
13533,183,3,270.79,1,2,4,124,"AT RISK"
14520,2,2,270.60,5,4,4,544,CHAMPIONS
13242,113,3,270.40,2,2,4,224,"AT RISK"
12558,8,1,269.96,5,5,4,554,CHAMPIONS
14727,275,1,268.58,1,4,4,144,"LOYAL CUSTOMER"
15408,265,1,267.18,1,4,4,144,"LOYAL CUSTOMER"
17550,198,3,267.16,1,2,4,124,"AT RISK"
15320,45,1,267.13,3,5,4,354,"LOYAL CUSTOMER"
17708,188,2,267.08,1,3,4,134,OTHERS
15517,234,1,267.03,1,4,4,144,"LOYAL CUSTOMER"
16451,88,1,266.97,2,5,4,254,"LOYAL CUSTOMER"
14863,30,1,266.76,4,5,4,454,CHAMPIONS
15119,246,1,266.40,1,4,4,144,"LOYAL CUSTOMER"
12962,8,2,266.39,5,4,4,544,CHAMPIONS
15019,267,1,266.00,1,4,4,144,"LOYAL CUSTOMER"
14068,321,1,265.85,1,4,4,144,"LOYAL CUSTOMER"
17430,33,2,265.76,4,3,4,434,"POTENTIAL LOYALISTS"
14423,219,1,265.20,1,4,4,144,"LOYAL CUSTOMER"
13973,288,1,264.70,1,4,4,144,"LOYAL CUSTOMER"
15912,179,2,264.62,2,3,4,234,OTHERS
14452,11,2,264.44,5,4,4,544,CHAMPIONS
15894,254,2,263.55,1,3,4,134,OTHERS
12492,64,2,263.21,3,3,4,334,OTHERS
16936,26,1,262.68,4,5,4,454,CHAMPIONS
17194,274,2,262.62,1,3,4,134,OTHERS
16413,57,1,262.20,3,5,4,354,"LOYAL CUSTOMER"
17385,15,1,261.11,4,5,4,454,CHAMPIONS
13189,19,2,260.68,4,4,4,444,CHAMPIONS
14053,125,2,260.25,2,3,4,234,OTHERS
15014,44,2,260.17,3,3,4,334,OTHERS
15143,226,1,259.45,1,4,4,144,"LOYAL CUSTOMER"
17125,51,1,259.35,3,5,4,354,"LOYAL CUSTOMER"
13127,78,1,259.17,2,5,4,254,"LOYAL CUSTOMER"
16447,136,1,259.01,2,5,4,254,"LOYAL CUSTOMER"
15577,152,3,258.88,2,2,4,224,"AT RISK"
13277,16,4,258.40,4,2,4,424,"POTENTIAL LOYALISTS"
13227,202,1,257.70,1,4,4,144,"LOYAL CUSTOMER"
14375,186,1,257.68,1,4,4,144,"LOYAL CUSTOMER"
18009,236,1,257.34,1,4,4,144,"LOYAL CUSTOMER"
13626,253,1,257.23,1,4,4,144,"LOYAL CUSTOMER"
16048,374,2,256.44,1,3,4,134,OTHERS
12430,44,1,256.40,3,5,4,354,"LOYAL CUSTOMER"
13806,64,1,256.38,3,5,4,354,"LOYAL CUSTOMER"
17896,24,1,256.32,4,5,4,454,CHAMPIONS
15277,47,1,255.90,3,5,4,354,"LOYAL CUSTOMER"
14761,59,2,255.90,3,3,4,334,OTHERS
14881,20,1,255.40,4,5,4,454,CHAMPIONS
16226,204,3,255.12,1,2,4,124,"AT RISK"
15261,136,1,254.82,2,5,4,254,"LOYAL CUSTOMER"
12604,80,2,254.18,2,3,4,234,OTHERS
14765,30,3,254.11,4,3,4,434,"POTENTIAL LOYALISTS"
15689,120,2,254.10,2,3,4,234,OTHERS
12797,366,1,254.03,1,4,4,144,"LOYAL CUSTOMER"
15759,219,3,253.04,1,2,4,124,"AT RISK"
17860,369,1,252.80,1,4,4,144,"LOYAL CUSTOMER"
15035,90,1,252.73,2,5,4,254,"LOYAL CUSTOMER"
13404,2,2,252.49,5,4,4,544,CHAMPIONS
15346,333,1,252.42,1,4,4,144,"LOYAL CUSTOMER"
13645,121,1,252.10,2,5,4,254,"LOYAL CUSTOMER"
13711,219,2,252.06,1,3,4,134,OTHERS
16330,18,3,251.91,4,3,4,434,"POTENTIAL LOYALISTS"
16836,40,2,251.87,3,3,4,334,OTHERS
17155,18,2,251.70,4,4,4,444,CHAMPIONS
16976,268,1,251.52,1,4,4,144,"LOYAL CUSTOMER"
16024,13,1,251.24,5,5,4,554,CHAMPIONS
14501,184,2,251.21,1,3,4,134,OTHERS
13512,261,1,251.21,1,4,4,144,"LOYAL CUSTOMER"
13207,16,2,250.26,4,4,4,444,CHAMPIONS
16596,16,2,250.15,4,4,4,444,CHAMPIONS
17303,362,1,250.04,1,4,5,145,"LOYAL CUSTOMER"
15510,331,1,250.00,1,4,5,145,"LOYAL CUSTOMER"
17456,366,1,249.86,1,4,5,145,"LOYAL CUSTOMER"
18005,4,2,249.72,5,4,5,545,CHAMPIONS
16124,318,1,249.00,1,4,5,145,"LOYAL CUSTOMER"
13061,73,1,248.61,2,5,5,255,"LOYAL CUSTOMER"
17111,48,1,248.61,3,5,5,355,"LOYAL CUSTOMER"
18212,327,1,248.42,1,4,5,145,"LOYAL CUSTOMER"
16510,373,1,248.10,1,4,5,145,"LOYAL CUSTOMER"
15097,5,1,248.08,5,5,5,555,CHAMPIONS
13592,36,4,247.96,3,2,5,325,OTHERS
18072,186,1,247.44,1,4,5,145,"LOYAL CUSTOMER"
13349,11,1,247.32,5,5,5,555,CHAMPIONS
14658,6,2,247.15,5,4,5,545,CHAMPIONS
17051,195,1,247.14,1,4,5,145,"LOYAL CUSTOMER"
15783,11,1,246.30,5,5,5,555,CHAMPIONS
17278,242,1,246.04,1,4,5,145,"LOYAL CUSTOMER"
16778,75,2,245.94,2,3,5,235,OTHERS
17771,57,2,245.81,3,3,5,335,OTHERS
12660,12,1,245.10,5,5,5,555,CHAMPIONS
15118,135,1,244.80,2,5,5,255,"LOYAL CUSTOMER"
16601,41,1,244.80,3,5,5,355,"LOYAL CUSTOMER"
16528,4,1,244.41,5,5,5,555,CHAMPIONS
17892,57,3,244.10,3,2,5,325,OTHERS
17925,373,1,244.08,1,4,5,145,"LOYAL CUSTOMER"
13103,40,1,243.94,3,5,5,355,"LOYAL CUSTOMER"
16793,58,1,243.84,3,5,5,355,"LOYAL CUSTOMER"
18193,166,1,243.76,2,5,5,255,"LOYAL CUSTOMER"
13886,72,1,243.56,3,5,5,355,"LOYAL CUSTOMER"
15634,18,1,243.55,4,5,5,455,CHAMPIONS
17339,95,2,243.36,2,3,5,235,OTHERS
17908,374,1,243.28,1,4,5,145,"LOYAL CUSTOMER"
14647,202,1,243.22,1,4,5,145,"LOYAL CUSTOMER"
16215,81,1,242.35,2,5,5,255,"LOYAL CUSTOMER"
15776,134,1,241.62,2,5,5,255,"LOYAL CUSTOMER"
14523,109,1,241.09,2,5,5,255,"LOYAL CUSTOMER"
16427,264,2,241.06,1,3,5,135,OTHERS
15598,54,1,240.68,3,5,5,355,"LOYAL CUSTOMER"
15286,50,1,240.55,3,5,5,355,"LOYAL CUSTOMER"
13565,20,2,240.22,4,4,5,445,CHAMPIONS
17256,108,2,240.00,2,3,5,235,OTHERS
17181,58,2,239.92,3,3,5,335,OTHERS
15690,5,2,239.76,5,4,5,545,CHAMPIONS
13570,244,1,239.49,1,4,5,145,"LOYAL CUSTOMER"
17684,44,1,239.41,3,5,5,355,"LOYAL CUSTOMER"
16756,215,1,239.40,1,4,5,145,"LOYAL CUSTOMER"
15850,20,2,238.85,4,4,5,445,CHAMPIONS
12561,303,1,238.85,1,4,5,145,"LOYAL CUSTOMER"
12718,72,1,238.25,2,5,5,255,"LOYAL CUSTOMER"
17877,171,1,237.61,2,5,5,255,"LOYAL CUSTOMER"
14586,277,1,237.36,1,4,5,145,"LOYAL CUSTOMER"
15457,263,1,237.07,1,4,5,145,"LOYAL CUSTOMER"
18110,20,1,236.30,4,5,5,455,CHAMPIONS
12732,180,1,236.26,1,4,5,145,"LOYAL CUSTOMER"
16026,44,1,236.09,3,5,5,355,"LOYAL CUSTOMER"
13187,338,1,236.02,1,4,5,145,"LOYAL CUSTOMER"
15462,95,3,234.60,2,2,5,225,"AT RISK"
14473,75,2,234.34,2,3,5,235,OTHERS
17060,267,1,234.24,1,4,5,145,"LOYAL CUSTOMER"
16961,117,1,234.17,2,5,5,255,"LOYAL CUSTOMER"
12736,333,1,234.00,1,4,5,145,"LOYAL CUSTOMER"
15483,162,4,233.81,2,2,5,225,"AT RISK"
13348,65,1,233.76,3,5,5,355,"LOYAL CUSTOMER"
16583,374,1,233.45,1,4,5,145,"LOYAL CUSTOMER"
14995,39,2,233.23,3,3,5,335,OTHERS
16302,127,1,233.22,2,5,5,255,"LOYAL CUSTOMER"
13678,152,1,232.60,2,5,5,255,"LOYAL CUSTOMER"
18213,237,1,232.48,1,4,5,145,"LOYAL CUSTOMER"
16117,190,1,232.21,1,4,5,145,"LOYAL CUSTOMER"
15393,17,2,231.86,4,4,5,445,CHAMPIONS
16641,106,1,231.10,2,5,5,255,"LOYAL CUSTOMER"
18030,5,2,230.65,5,4,5,545,CHAMPIONS
15866,102,1,230.53,2,5,5,255,"LOYAL CUSTOMER"
16445,34,1,230.51,3,5,5,355,"LOYAL CUSTOMER"
13786,368,1,230.40,1,4,5,145,"LOYAL CUSTOMER"
16926,372,1,230.25,1,4,5,145,"LOYAL CUSTOMER"
13960,22,2,230.22,4,4,5,445,CHAMPIONS
12812,45,1,229.64,3,5,5,355,"LOYAL CUSTOMER"
13474,237,1,229.59,1,4,5,145,"LOYAL CUSTOMER"
13008,324,1,229.47,1,4,5,145,"LOYAL CUSTOMER"
15528,255,1,229.33,1,4,5,145,"LOYAL CUSTOMER"
14793,22,1,228.99,4,5,5,455,CHAMPIONS
17347,87,1,228.96,2,5,5,255,"LOYAL CUSTOMER"
13146,27,1,228.91,4,5,5,455,CHAMPIONS
13712,247,1,228.84,1,4,5,145,"LOYAL CUSTOMER"
13070,193,1,228.80,1,4,5,145,"LOYAL CUSTOMER"
17969,167,2,228.20,2,3,5,235,OTHERS
16527,82,1,228.06,2,5,5,255,"LOYAL CUSTOMER"
14569,2,1,227.39,5,5,5,555,CHAMPIONS
17212,254,1,226.85,1,4,5,145,"LOYAL CUSTOMER"
17572,72,4,226.75,3,2,5,325,OTHERS
16315,331,1,226.37,1,4,5,145,"LOYAL CUSTOMER"
16777,81,2,226.35,2,3,5,235,OTHERS
16619,264,1,226.21,1,4,5,145,"LOYAL CUSTOMER"
12672,330,1,225.90,1,4,5,145,"LOYAL CUSTOMER"
17789,282,1,225.90,1,4,5,145,"LOYAL CUSTOMER"
14624,58,2,225.85,3,3,5,335,OTHERS
14357,44,1,225.77,3,5,5,355,"LOYAL CUSTOMER"
12402,324,1,225.60,1,4,5,145,"LOYAL CUSTOMER"
16690,73,2,225.58,2,3,5,235,OTHERS
14052,20,1,225.36,4,5,5,455,CHAMPIONS
16587,233,1,225.15,1,4,5,145,"LOYAL CUSTOMER"
17171,290,1,224.91,1,4,5,145,"LOYAL CUSTOMER"
15175,72,1,224.14,3,5,5,355,"LOYAL CUSTOMER"
16471,275,1,223.95,1,4,5,145,"LOYAL CUSTOMER"
16753,59,1,223.92,3,5,5,355,"LOYAL CUSTOMER"
14929,33,1,223.88,3,5,5,355,"LOYAL CUSTOMER"
13926,24,1,223.85,4,5,5,455,CHAMPIONS
18101,12,2,223.65,5,4,5,545,CHAMPIONS
17534,54,1,223.36,3,5,5,355,"LOYAL CUSTOMER"
15637,53,1,223.36,3,5,5,355,"LOYAL CUSTOMER"
13382,281,1,222.99,1,4,5,145,"LOYAL CUSTOMER"
15897,195,2,222.05,1,3,5,135,OTHERS
14598,45,1,221.97,3,5,5,355,"LOYAL CUSTOMER"
14960,9,2,221.27,5,4,5,545,CHAMPIONS
16392,270,1,221.19,1,4,5,145,"LOYAL CUSTOMER"
13419,64,1,221.06,3,5,5,355,"LOYAL CUSTOMER"
15790,11,1,220.85,5,5,5,555,CHAMPIONS
16482,16,1,220.62,4,5,5,455,CHAMPIONS
13079,5,5,220.10,5,2,5,525,"POTENTIAL LOYALISTS"
18114,291,1,220.10,1,4,5,145,"LOYAL CUSTOMER"
13600,313,1,219.52,1,4,5,145,"LOYAL CUSTOMER"
15096,43,1,219.39,3,5,5,355,"LOYAL CUSTOMER"
16895,65,1,219.14,3,5,5,355,"LOYAL CUSTOMER"
12702,20,1,219.00,4,5,5,455,CHAMPIONS
13669,51,2,218.55,3,3,5,335,OTHERS
17619,313,1,218.52,1,4,5,145,"LOYAL CUSTOMER"
13428,11,1,218.47,5,5,5,555,CHAMPIONS
12574,316,1,218.45,1,4,5,145,"LOYAL CUSTOMER"
15724,202,2,218.25,1,3,5,135,OTHERS
14570,281,2,218.06,1,3,5,135,OTHERS
16634,223,2,217.90,1,3,5,135,OTHERS
13271,38,1,217.38,3,5,5,355,"LOYAL CUSTOMER"
15554,278,1,217.20,1,4,5,145,"LOYAL CUSTOMER"
16080,82,2,217.16,2,3,5,235,OTHERS
13739,19,1,216.90,4,5,5,455,CHAMPIONS
13503,72,1,216.85,2,5,5,255,"LOYAL CUSTOMER"
15460,355,1,216.76,1,4,5,145,"LOYAL CUSTOMER"
12897,205,2,216.50,1,3,5,135,OTHERS
15604,53,1,216.39,3,5,5,355,"LOYAL CUSTOMER"
17436,2,2,216.30,5,4,5,545,CHAMPIONS
14104,155,2,216.21,2,3,5,235,OTHERS
13858,58,1,216.17,3,5,5,355,"LOYAL CUSTOMER"
16179,61,1,215.83,3,5,5,355,"LOYAL CUSTOMER"
15052,320,1,215.78,1,4,5,145,"LOYAL CUSTOMER"
17580,253,3,215.72,1,2,5,125,"AT RISK"
14476,258,1,215.70,1,4,5,145,"LOYAL CUSTOMER"
16189,16,2,215.48,4,4,5,445,CHAMPIONS
16519,26,2,215.08,4,4,5,445,CHAMPIONS
16190,41,1,215.08,3,5,5,355,"LOYAL CUSTOMER"
12831,263,1,215.05,1,4,5,145,"LOYAL CUSTOMER"
12588,40,1,214.90,3,5,5,355,"LOYAL CUSTOMER"
16338,158,1,214.80,2,5,5,255,"LOYAL CUSTOMER"
16411,20,2,214.65,4,4,5,445,CHAMPIONS
16846,51,1,214.32,3,5,5,355,"LOYAL CUSTOMER"
16647,170,2,214.06,2,3,5,235,OTHERS
14601,11,1,213.96,5,5,5,555,CHAMPIONS
13621,117,1,213.85,2,5,5,255,"LOYAL CUSTOMER"
17153,25,1,213.78,4,5,5,455,CHAMPIONS
14241,184,1,213.70,1,4,5,145,"LOYAL CUSTOMER"
13411,108,1,213.55,2,5,5,255,"LOYAL CUSTOMER"
16591,69,1,213.50,3,5,5,355,"LOYAL CUSTOMER"
15540,12,1,213.30,5,5,5,555,CHAMPIONS
14984,20,2,213.27,4,4,5,445,CHAMPIONS
17928,46,2,212.54,3,3,5,335,OTHERS
16017,48,1,211.88,3,5,5,355,"LOYAL CUSTOMER"
16356,198,3,211.77,1,2,5,125,"AT RISK"
15703,265,1,211.50,1,4,5,145,"LOYAL CUSTOMER"
12995,86,1,211.32,2,5,5,255,"LOYAL CUSTOMER"
16415,45,1,210.35,3,5,5,355,"LOYAL CUSTOMER"
13532,34,1,210.31,3,5,5,355,"LOYAL CUSTOMER"
13828,23,1,209.49,4,5,5,455,CHAMPIONS
17855,373,1,208.97,1,4,5,145,"LOYAL CUSTOMER"
15327,53,1,208.75,3,5,5,355,"LOYAL CUSTOMER"
17514,129,1,208.65,2,5,5,255,"LOYAL CUSTOMER"
16914,37,1,208.46,3,5,5,355,"LOYAL CUSTOMER"
16457,219,1,208.36,1,4,5,145,"LOYAL CUSTOMER"
12547,198,2,207.80,1,3,5,135,OTHERS
18191,262,1,207.80,1,4,5,145,"LOYAL CUSTOMER"
16866,141,3,207.74,2,2,5,225,"AT RISK"
16752,373,1,207.50,1,4,5,145,"LOYAL CUSTOMER"
17923,283,1,207.50,1,4,5,145,"LOYAL CUSTOMER"
16323,197,1,207.50,1,4,5,145,"LOYAL CUSTOMER"
13099,100,1,207.36,2,5,5,255,"LOYAL CUSTOMER"
15925,195,1,207.15,1,4,5,145,"LOYAL CUSTOMER"
15820,320,1,206.98,1,4,5,145,"LOYAL CUSTOMER"
18126,61,1,206.83,3,5,5,355,"LOYAL CUSTOMER"
17166,39,2,206.34,3,3,5,335,OTHERS
14964,248,1,206.21,1,4,5,145,"LOYAL CUSTOMER"
13065,374,1,205.86,1,4,5,145,"LOYAL CUSTOMER"
17670,228,1,205.70,1,4,5,145,"LOYAL CUSTOMER"
17843,304,1,205.48,1,4,5,145,"LOYAL CUSTOMER"
15307,96,1,205.30,2,5,5,255,"LOYAL CUSTOMER"
15758,25,1,205.25,4,5,5,455,CHAMPIONS
13513,127,1,205.10,2,5,5,255,"LOYAL CUSTOMER"
15319,284,1,204.50,1,4,5,145,"LOYAL CUSTOMER"
17206,54,1,204.24,3,5,5,355,"LOYAL CUSTOMER"
13017,8,1,204.00,5,5,5,555,CHAMPIONS
18273,3,3,204.00,5,3,5,535,"POTENTIAL LOYALISTS"
17187,227,1,203.95,1,4,5,145,"LOYAL CUSTOMER"
17889,213,2,203.87,1,3,5,135,OTHERS
17394,220,1,203.87,1,4,5,145,"LOYAL CUSTOMER"
17891,163,1,203.86,2,5,5,255,"LOYAL CUSTOMER"
17376,71,2,203.20,3,3,5,335,OTHERS
15723,365,1,203.10,1,4,5,145,"LOYAL CUSTOMER"
14381,53,1,202.68,3,5,5,355,"LOYAL CUSTOMER"
18169,61,1,202.65,3,5,5,355,"LOYAL CUSTOMER"
14385,10,3,202.11,5,3,5,535,"POTENTIAL LOYALISTS"
15347,367,1,201.60,1,4,5,145,"LOYAL CUSTOMER"
13295,360,1,201.20,1,4,5,145,"LOYAL CUSTOMER"
13284,331,1,201.19,1,4,5,145,"LOYAL CUSTOMER"
16965,227,1,201.19,1,4,5,145,"LOYAL CUSTOMER"
13859,327,1,201.16,1,4,5,145,"LOYAL CUSTOMER"
17988,12,7,201.12,5,1,5,515,"POTENTIAL LOYALISTS"
17693,138,1,200.47,2,5,5,255,"LOYAL CUSTOMER"
13262,264,1,200.29,1,4,5,145,"LOYAL CUSTOMER"
15437,263,1,200.16,1,4,5,145,"LOYAL CUSTOMER"
13980,61,1,200.14,3,5,5,355,"LOYAL CUSTOMER"
14782,320,1,200.10,1,4,5,145,"LOYAL CUSTOMER"
13723,218,1,199.85,1,4,5,145,"LOYAL CUSTOMER"
15593,71,1,199.80,3,5,5,355,"LOYAL CUSTOMER"
13322,18,1,199.48,4,5,5,455,CHAMPIONS
17383,5,1,199.29,5,5,5,555,CHAMPIONS
16832,185,3,199.15,1,2,5,125,"AT RISK"
17987,186,1,198.57,1,4,5,145,"LOYAL CUSTOMER"
16178,139,1,197.90,2,5,5,255,"LOYAL CUSTOMER"
12450,157,2,197.88,2,3,5,235,OTHERS
12581,40,1,197.71,3,5,5,355,"LOYAL CUSTOMER"
14185,332,1,197.65,1,4,5,145,"LOYAL CUSTOMER"
14789,29,1,197.64,4,5,5,455,CHAMPIONS
17301,22,1,197.63,4,5,5,455,CHAMPIONS
16829,157,1,197.22,2,5,5,255,"LOYAL CUSTOMER"
14830,54,1,197.13,3,5,5,355,"LOYAL CUSTOMER"
